image_id,species,breed,age,sex,class,group,weight,shoulder_height,chest_size,BCS,neck_size,back_length,exercise,food_count,food_amount,snack_amount
cat_aug_4280,20,cat_KOR,6.9,SF,LH,MS,3.1,16.0,34.9,4,21.1,36.1,2,4,0.74,19.8
cat_aug_4281,20,cat_KOR,10.7,IF,SH,ML,5.4,17.4,38.2,4,20.8,22.3,2,3,0.61,0.2
cat_aug_4282,20,cat_ETC,4.5,CM,SH,ML,3.0,22.3,37.5,3,16.2,37.6,2,2,0.82,6.6
cat_aug_4283,20,cat_ETC,5.2,CM,UK,ML,5.8,20.2,42.5,4,30.5,41.1,3,2,0.55,19.7
cat_aug_4284,20,cat_ETC,4.0,SF,LH,ML,2.9,22.4,34.0,5,26.2,32.8,3,2,1.13,20.0
cat_aug_4285,20,cat_ETC,9.1,SF,UK,ML,4.1,26.7,37.2,4,22.2,35.8,2,4,1.37,20.0
cat_aug_4286,20,cat_ETC,1.1,SF,LH,ML,2.4,16.1,27.9,4,16.4,25.0,1,2,0.56,0.1
cat_aug_4287,20,cat_KOR,2.5,CM,SH,ML,3.5,23.7,30.2,4,21.8,31.9,2,2,0.73,7.1
cat_aug_4288,20,cat_PER,5.7,CM,SH,ML,5.9,24.1,42.3,4,27.7,43.6,3,2,0.73,20.0
cat_aug_4289,20,cat_KOR,0.9,CM,LH,ML,4.9,34.7,40.2,4,25.2,37.1,2,2,1.12,12.1
cat_aug_4290,20,cat_TUR,5.4,CM,UK,SL,5.4,17.9,38.0,6,22.0,27.0,1,4,0.97,1.2
cat_aug_4291,20,cat_ETC,6.0,IM,UK,SS,5.2,21.9,33.4,4,16.5,36.2,3,4,0.5,9.9
cat_aug_4292,20,cat_KOR,0.1,CM,LH,ML,5.1,38.2,31.7,4,26.4,42.6,3,2,1.36,20.0
cat_aug_4293,20,cat_ETC,5.0,CM,SH,SL,6.0,24.4,38.9,4,33.1,47.3,3,2,0.77,20.0
cat_aug_4294,20,cat_KOR,3.7,CM,LH,ML,5.3,20.8,35.8,2,23.0,45.5,1,3,2.07,0.5
cat_aug_4295,20,cat_TUR,7.0,CM,LH,ML,5.0,23.8,34.7,7,21.7,45.0,1,4,1.61,19.2
cat_aug_4296,20,cat_ETC,3.7,SF,LH,SL,3.2,22.1,34.9,5,19.2,32.4,1,2,0.68,6.4
cat_aug_4297,20,cat_PER,3.4,SF,SH,ML,2.8,25.8,35.0,5,26.0,37.5,3,2,0.94,20.0
cat_aug_4298,20,cat_ETC,9.2,CM,UK,ML,5.4,32.8,41.0,5,22.8,30.1,1,4,0.67,0.2
cat_aug_4299,20,cat_ETC,5.5,CM,LH,ML,4.4,20.0,34.4,5,20.7,28.0,2,2,0.86,0.1
cat_aug_4300,20,cat_ETC,1.6,SF,SH,SL,2.4,15.4,29.7,4,21.5,33.4,3,2,0.61,16.9
cat_aug_4301,20,cat_KOR,3.1,CM,SH,SL,5.4,21.2,36.2,7,25.4,26.7,1,4,0.59,0.3
cat_aug_4302,20,cat_TUR,0.7,SF,LH,SL,3.5,20.1,32.7,4,21.9,39.0,3,2,0.55,20.0
cat_aug_4303,20,cat_ETC,2.5,SF,LH,SL,2.7,20.9,31.0,4,28.4,35.6,3,2,0.51,20.0
cat_aug_4304,20,cat_KOR,7.8,SF,LH,SL,5.7,18.6,37.9,6,21.7,31.0,1,2,0.91,19.1
cat_aug_4305,20,cat_ETC,2.2,SF,UK,SS,5.1,21.0,35.5,4,28.1,44.9,3,2,0.89,19.9
cat_aug_4306,20,cat_ETC,3.4,CM,SH,MS,4.1,18.4,35.4,5,20.7,41.9,3,2,1.28,20.0
cat_aug_4307,20,cat_KOR,4.6,SF,LH,SL,2.7,16.3,28.1,4,17.5,28.2,2,2,0.68,20.0
cat_aug_4308,20,cat_ETC,4.1,CM,UK,SS,5.0,21.8,33.3,4,22.9,28.2,3,2,1.12,20.0
cat_aug_4309,20,cat_ETC,7.7,CM,LH,SL,3.3,15.3,32.9,4,20.6,27.4,2,2,0.71,2.2
cat_aug_4310,20,cat_SCO,2.8,CM,LH,SL,4.0,26.4,32.2,4,23.6,42.9,3,2,0.73,20.0
cat_aug_4311,20,cat_KOR,3.2,SF,LH,ML,3.8,20.1,31.6,4,16.0,33.4,3,2,0.63,0.0
cat_aug_4312,20,cat_ETC,2.2,SF,LH,SL,2.5,26.1,32.2,4,24.6,27.8,3,2,0.5,16.0
cat_aug_4313,20,cat_ETC,3.8,CM,UK,SS,4.8,28.5,33.9,4,23.9,40.9,3,2,1.16,20.0
cat_aug_4314,20,cat_ETC,3.2,CM,LH,SL,5.1,17.8,31.0,4,27.2,36.2,3,2,0.85,20.0
cat_aug_4315,20,cat_RUS,1.6,SF,LH,SS,4.5,43.5,37.7,4,29.6,45.2,3,2,0.94,20.0
cat_aug_4316,20,cat_KOR,6.7,CM,LH,ML,4.2,24.3,39.2,4,29.4,39.6,3,4,0.65,20.0
cat_aug_4317,20,cat_SIA,4.4,IM,LH,ML,5.0,25.8,37.3,7,22.6,33.4,2,4,0.81,1.5
cat_aug_4318,20,cat_KOR,9.1,SF,LH,SL,4.0,26.9,34.5,4,21.7,35.6,3,2,0.54,19.8
cat_aug_4319,20,cat_TUR,6.1,SF,LH,SL,4.2,23.4,36.7,5,22.6,33.8,3,4,1.55,10.8
cat_aug_4320,20,cat_ETC,0.4,IF,SH,MS,3.6,28.3,36.8,4,37.9,42.4,3,2,0.58,20.0
cat_aug_4321,20,cat_ETC,10.9,SF,UK,ML,3.9,16.4,41.2,2,16.0,30.1,1,2,1.78,20.0
cat_aug_4322,20,cat_ETC,2.6,CM,UK,SL,6.9,32.1,38.2,4,28.2,38.0,3,4,0.6,19.9
cat_aug_4323,20,cat_KOR,4.3,SF,SH,SL,5.9,27.4,45.2,5,28.1,34.6,3,2,1.35,19.9
cat_aug_4324,20,cat_KOR,2.4,SF,LH,SL,2.3,17.9,26.1,4,19.0,24.7,3,2,0.52,20.0
cat_aug_4325,20,cat_SIA,2.6,IF,LH,SL,2.8,15.6,31.9,7,16.1,27.7,3,4,1.42,0.9
cat_aug_4326,20,cat_SIA,6.4,SF,UK,SL,2.2,14.5,33.3,4,21.1,29.0,3,2,1.02,11.1
cat_aug_4327,20,cat_KOR,8.0,CM,LH,ML,4.9,26.4,38.9,4,28.4,26.7,3,2,2.18,20.0
cat_aug_4328,20,cat_KOR,4.6,CM,LH,SL,3.9,24.2,37.0,4,24.0,32.4,3,2,0.9,17.2
cat_aug_4329,20,cat_SCO,4.0,SF,LH,SL,3.0,18.1,33.5,5,21.9,21.3,1,4,0.5,0.0
cat_aug_4330,20,cat_ETC,2.6,SF,SH,SS,2.8,22.9,27.4,4,19.1,43.7,3,2,1.55,20.0
cat_aug_4331,20,cat_ETC,4.1,SF,UK,SS,2.6,19.2,29.4,4,25.5,23.5,3,2,0.65,20.0
cat_aug_4332,20,cat_KOR,5.1,SF,SH,SL,5.8,22.0,42.7,4,27.0,37.0,3,4,0.55,20.0
cat_aug_4333,20,cat_ETC,4.0,SF,LH,SL,2.2,23.2,29.6,4,18.3,28.4,3,2,1.02,19.5
cat_aug_4334,20,cat_PER,3.2,SF,UK,SL,4.6,21.5,46.2,4,28.7,35.7,3,2,0.73,19.8
cat_aug_4335,20,cat_ETC,4.5,SF,LH,SL,2.9,29.4,36.4,4,22.5,34.2,3,4,1.28,20.0
cat_aug_4336,20,cat_KOR,7.2,SF,LH,MS,3.4,25.5,32.3,4,28.2,31.9,3,2,0.87,19.4
cat_aug_4337,20,cat_PER,2.5,SF,UK,MS,4.8,31.5,37.6,4,22.2,46.1,2,4,0.88,9.7
cat_aug_4338,20,cat_ETC,5.6,SF,SH,ML,3.4,22.6,39.5,4,26.0,34.4,3,2,0.52,20.0
cat_aug_4339,20,cat_RUS,3.0,CM,UK,ML,3.0,25.9,30.5,4,31.8,24.2,3,2,1.97,20.0
cat_aug_4340,20,cat_ETC,1.7,SF,SH,MS,2.4,23.3,33.7,4,24.6,29.7,2,2,0.52,20.0
cat_aug_4341,20,cat_TUR,5.1,IM,LH,SL,3.3,21.5,34.8,4,30.0,34.3,3,4,1.16,19.9
cat_aug_4342,20,cat_ETC,5.2,SF,LH,SL,7.6,26.2,54.0,4,28.9,41.8,3,2,0.88,18.3
cat_aug_4343,20,cat_ETC,4.4,SF,LH,SL,2.9,20.6,32.5,4,26.6,33.7,3,2,0.66,19.7
cat_aug_4344,20,cat_KOR,4.8,SF,LH,SL,3.2,26.1,40.0,4,22.8,27.9,3,2,0.93,20.0
cat_aug_4345,20,cat_ETC,6.5,CM,UK,MS,6.5,33.4,40.5,4,24.4,45.4,2,4,0.82,5.8
cat_aug_4346,20,cat_PER,7.0,CM,LH,SL,3.9,31.1,39.3,4,26.8,31.3,1,4,0.53,8.0
cat_aug_4347,20,cat_ETC,5.6,SF,LH,SL,2.7,19.1,30.3,4,19.1,25.1,3,2,0.61,19.7
cat_aug_4348,20,cat_ETC,6.8,SF,LH,SL,2.8,34.8,34.4,4,24.2,32.4,3,2,1.07,20.0
cat_aug_4349,20,cat_PER,6.9,CM,LH,SL,3.1,19.8,35.9,4,26.0,26.5,3,4,0.51,3.3
cat_aug_4350,20,cat_ETC,0.0,IM,LH,SL,3.7,17.0,32.3,4,22.7,29.2,3,2,0.73,0.3
cat_aug_4351,20,cat_TUR,3.8,IF,LH,SL,3.2,25.9,33.8,4,25.9,38.8,3,2,0.54,20.0
cat_aug_4352,20,cat_KOR,4.1,CM,UK,SS,7.2,34.6,42.0,7,24.5,48.9,2,2,1.59,19.6
cat_aug_4353,20,cat_ETC,6.8,SF,SH,SS,3.7,45.6,39.0,4,32.0,38.3,3,2,0.62,20.0
cat_aug_4354,20,cat_SCO,0.9,SF,LH,ML,3.3,30.7,35.9,4,23.6,65.9,3,2,0.76,20.0
cat_aug_4355,20,cat_RUS,3.0,SF,LH,SL,3.8,24.3,42.0,5,28.5,39.3,3,4,0.53,7.2
cat_aug_4356,20,cat_KOR,5.9,SF,LH,SL,2.8,16.8,27.8,4,18.1,28.1,2,2,1.32,17.0
cat_aug_4357,20,cat_ETC,6.1,SF,LH,SS,4.9,39.9,36.9,4,30.1,40.5,3,4,1.24,20.0
cat_aug_4358,20,cat_KOR,5.9,SF,LH,SL,3.0,28.3,33.0,5,20.0,34.1,2,4,1.02,4.1
cat_aug_4359,20,cat_ETC,1.1,SF,SH,ML,4.0,30.4,38.0,4,26.1,30.1,3,4,1.02,2.4
cat_aug_4360,20,cat_KOR,2.8,CM,LH,SL,5.6,29.1,33.7,2,26.9,42.8,3,4,0.65,1.7
cat_aug_4361,20,cat_PER,10.6,SF,UK,SL,2.9,19.9,39.5,4,25.5,29.6,2,2,0.93,19.1
cat_aug_4362,20,cat_SCO,6.3,CM,LH,SL,4.6,21.3,34.0,2,16.0,36.8,1,4,0.62,0.1
cat_aug_4363,20,cat_KOR,4.6,CM,UK,SS,4.1,24.4,41.3,4,23.9,41.5,3,2,1.26,20.0
cat_aug_4364,20,cat_KOR,2.0,SF,SH,SL,4.2,18.1,39.9,4,24.9,30.8,3,4,0.63,19.7
cat_aug_4365,20,cat_ETC,2.9,IF,SH,SS,6.2,24.9,36.0,4,24.6,43.9,2,2,1.55,17.8
cat_aug_4366,20,cat_ETC,5.9,SF,LH,SL,2.5,29.7,32.7,4,28.8,36.2,3,2,0.58,20.0
cat_aug_4367,20,cat_ETC,1.5,SF,LH,ML,3.6,21.4,31.6,4,23.5,37.5,3,2,0.72,16.5
cat_aug_4368,20,cat_RUS,6.3,CM,UK,SL,5.4,35.5,44.8,4,25.0,41.3,3,4,0.93,20.0
cat_aug_4369,20,cat_RUS,4.2,SF,LH,MS,2.6,16.3,28.2,5,20.0,26.2,3,2,0.55,15.1
cat_aug_4370,20,cat_KOR,5.2,SF,LH,MS,2.9,25.6,30.9,4,21.4,30.6,3,2,1.22,20.0
cat_aug_4371,20,cat_SIA,7.8,CM,LH,ML,6.1,19.8,39.0,4,24.0,38.7,1,4,0.53,0.5
cat_aug_4372,20,cat_ETC,2.4,CM,SH,ML,5.8,21.8,36.0,7,25.2,34.4,2,4,0.99,0.2
cat_aug_4373,20,cat_SCO,5.4,CM,LH,SL,5.3,25.2,43.7,6,25.0,32.1,1,4,1.82,0.8
cat_aug_4374,20,cat_ETC,6.2,SF,SH,SS,2.2,19.0,26.2,5,16.0,25.7,3,2,1.14,18.0
cat_aug_4375,20,cat_ETC,1.1,SF,LH,SS,4.3,18.7,34.3,4,25.7,28.4,3,2,0.51,19.6
cat_aug_4376,20,cat_KOR,0.0,SF,SH,ML,4.2,26.8,34.0,4,22.0,35.4,3,2,0.55,20.0
cat_aug_4377,20,cat_KOR,5.9,SF,UK,ML,2.7,17.5,30.5,4,24.4,31.0,3,2,0.79,20.0
cat_aug_4378,20,cat_RUS,10.9,SF,LH,SL,4.2,22.9,32.4,3,22.1,27.1,2,4,1.05,0.5
cat_aug_4379,20,cat_SCO,3.9,CM,SH,SL,6.2,23.1,44.4,4,27.5,31.3,2,2,0.81,17.9
cat_aug_4380,20,cat_KOR,3.3,SF,LH,SL,3.4,24.0,29.1,4,19.8,37.7,3,2,0.63,20.0
cat_aug_4381,20,cat_KOR,3.0,SF,SH,ML,4.5,26.8,36.7,4,24.1,35.8,2,2,0.58,3.3
cat_aug_4382,20,cat_SCO,1.6,SF,LH,ML,2.6,41.0,26.5,5,24.3,31.8,3,2,0.56,20.0
cat_aug_4383,20,cat_ETC,5.8,SF,SH,ML,3.9,20.7,42.5,7,21.6,30.6,2,4,0.58,2.1
cat_aug_4384,20,cat_ETC,3.7,CM,LH,SL,7.3,19.8,47.3,4,23.1,30.9,3,2,0.73,18.8
cat_aug_4385,20,cat_PER,6.0,SF,UK,MS,3.3,30.6,33.4,5,25.1,27.9,1,4,0.77,19.9
cat_aug_4386,20,cat_ETC,3.4,SF,LH,ML,2.7,18.1,27.6,4,16.0,29.0,2,2,0.87,12.3
cat_aug_4387,20,cat_ETC,5.2,SF,LH,SL,3.9,23.9,42.5,7,28.0,34.0,3,4,0.51,1.6
cat_aug_4388,20,cat_ETC,2.3,IM,UK,SL,3.4,22.5,34.2,6,23.9,25.5,3,4,0.52,15.4
cat_aug_4389,20,cat_KOR,8.4,IM,LH,SL,5.0,19.6,36.1,6,22.5,33.1,1,4,1.02,0.4
cat_aug_4390,20,cat_SCO,2.8,SF,LH,SL,6.4,39.8,37.6,4,28.8,56.2,2,2,1.27,20.0
cat_aug_4391,20,cat_KOR,7.3,CM,SH,SL,4.4,29.4,44.4,4,22.4,46.1,3,4,0.93,17.8
cat_aug_4392,20,cat_PER,7.3,SF,LH,SL,2.0,13.5,25.0,4,21.8,31.0,3,4,1.5,20.0
cat_aug_4393,20,cat_ETC,8.4,IF,UK,SS,8.7,29.2,50.8,4,23.6,45.2,1,2,1.41,20.0
cat_aug_4394,20,cat_KOR,3.2,CM,LH,MS,6.1,21.9,35.4,4,26.0,38.4,3,2,1.5,19.9
cat_aug_4395,20,cat_ETC,7.2,IF,LH,SL,3.3,23.5,28.3,6,16.0,22.9,1,4,1.23,0.2
cat_aug_4396,20,cat_KOR,2.6,SF,LH,SL,2.1,27.5,25.5,4,23.0,27.5,3,2,0.66,20.0
cat_aug_4397,20,cat_PER,4.9,IM,LH,SL,2.0,17.9,25.0,5,19.5,28.1,2,4,0.57,3.8
cat_aug_4398,20,cat_KOR,0.0,SF,LH,SL,2.5,23.2,26.1,4,18.4,24.2,2,2,0.52,11.9
cat_aug_4399,20,cat_KOR,6.1,CM,UK,SS,7.0,24.5,45.7,4,29.2,32.1,3,2,1.17,19.9
cat_aug_4400,20,cat_ETC,6.8,IM,LH,MS,2.8,16.3,29.1,5,20.5,23.6,3,2,0.75,17.6
cat_aug_4401,20,cat_ETC,8.7,SF,LH,SL,4.4,18.4,34.2,5,16.0,29.5,3,2,1.01,20.0
cat_aug_4402,20,cat_ETC,5.5,SF,LH,ML,4.9,20.3,32.6,3,21.2,31.1,2,3,0.79,0.0
cat_aug_4403,20,cat_ETC,7.3,CM,UK,ML,6.2,16.7,45.3,5,20.3,28.0,3,4,0.9,0.2
cat_aug_4404,20,cat_ETC,1.4,CM,UK,ML,5.8,23.9,35.1,6,18.9,44.8,3,2,1.26,18.5
cat_aug_4405,20,cat_KOR,3.7,CM,SH,MS,6.4,31.8,39.1,4,24.8,39.0,3,2,1.01,20.0
cat_aug_4406,20,cat_KOR,2.9,CM,LH,SL,4.1,18.7,37.0,4,19.9,30.1,2,2,1.27,0.5
cat_aug_4407,20,cat_KOR,5.8,SF,LH,SL,2.9,22.4,32.6,4,25.6,31.3,3,2,0.73,20.0
cat_aug_4408,20,cat_ETC,2.9,SF,SH,MS,2.8,28.1,35.0,4,23.0,34.4,3,2,0.75,20.0
cat_aug_4409,20,cat_KOR,8.3,SF,LH,ML,6.0,39.1,44.2,5,28.1,37.7,3,4,1.05,20.0
cat_aug_4410,20,cat_SCO,1.1,IF,LH,SL,3.6,26.0,37.5,4,32.4,33.7,3,2,0.58,20.0
cat_aug_4411,20,cat_ETC,8.5,IF,SH,ML,5.3,16.3,42.1,2,19.6,26.8,2,4,0.63,9.1
cat_aug_4412,20,cat_KOR,3.2,SF,LH,SL,2.5,14.5,25.7,4,16.1,25.4,1,2,0.62,13.7
cat_aug_4413,20,cat_KOR,2.5,IM,LH,SL,4.6,25.8,36.7,4,25.6,40.4,3,2,0.58,20.0
cat_aug_4414,20,cat_KOR,3.8,IF,SH,SL,5.1,29.4,37.1,5,31.0,31.5,3,2,0.72,20.0
cat_aug_4415,20,cat_ETC,1.7,SF,SH,ML,3.3,29.9,36.2,4,27.9,37.4,3,2,0.81,20.0
cat_aug_4416,20,cat_KOR,1.1,CM,LH,SL,3.3,16.6,28.7,4,21.9,36.3,3,2,0.51,20.0
cat_aug_4417,20,cat_KOR,0.9,CM,UK,SS,5.5,29.1,34.9,2,20.8,28.2,2,2,0.78,0.9
cat_aug_4418,20,cat_ETC,2.4,SF,SH,ML,4.9,15.2,39.5,7,22.6,35.3,3,2,0.6,17.1
cat_aug_4419,20,cat_ETC,3.3,CM,SH,ML,6.0,30.3,40.8,4,24.7,40.1,1,4,0.97,5.6
cat_aug_4420,20,cat_ETC,4.7,IF,SH,SL,5.0,20.4,40.3,5,22.9,35.3,2,4,0.57,18.5
cat_aug_4421,20,cat_PER,5.6,CM,LH,SL,6.1,18.7,38.8,3,18.3,26.0,1,3,0.55,0.0
cat_aug_4422,20,cat_KOR,5.9,SF,LH,SL,4.3,27.4,36.9,4,23.6,40.6,2,2,0.52,3.3
cat_aug_4423,20,cat_ETC,0.7,CM,LH,SL,3.1,26.0,32.2,5,23.0,29.9,2,2,0.76,0.0
cat_aug_4424,20,cat_ETC,3.0,SF,SH,SL,4.0,36.6,41.6,7,24.5,34.4,2,2,0.7,15.6
cat_aug_4425,20,cat_SIA,3.6,SF,SH,MS,2.6,19.8,30.2,4,20.9,27.3,2,2,0.51,20.0
cat_aug_4426,20,cat_KOR,0.9,SF,LH,SL,4.2,15.9,33.7,5,22.2,31.2,2,2,0.58,2.0
cat_aug_4427,20,cat_ETC,4.9,CM,SH,SL,3.0,21.3,30.9,4,16.8,36.3,3,2,0.66,20.0
cat_aug_4428,20,cat_KOR,1.0,SF,LH,SL,2.0,14.9,25.3,4,21.4,25.0,3,2,0.5,18.4
cat_aug_4429,20,cat_RUS,4.0,CM,LH,ML,3.9,19.7,28.6,4,25.1,39.9,3,4,0.52,9.9
cat_aug_4430,20,cat_KOR,2.2,CM,LH,SL,5.5,17.9,34.0,4,20.0,39.4,3,2,0.6,20.0
cat_aug_4431,20,cat_ETC,6.6,CM,SH,SL,2.2,13.3,25.2,9,16.0,21.4,1,2,0.64,0.0
cat_aug_4432,20,cat_ETC,2.4,SF,LH,ML,2.2,14.1,27.3,4,19.0,24.8,3,2,0.88,19.9
cat_aug_4433,20,cat_ETC,4.5,SF,SH,SL,4.7,20.5,38.7,5,23.8,34.1,2,4,0.5,0.0
cat_aug_4434,20,cat_ETC,6.9,SF,LH,SL,4.5,39.9,37.3,4,28.4,36.3,3,2,0.65,18.1
cat_aug_4435,20,cat_ETC,1.1,SF,SH,SL,2.8,29.6,38.6,4,25.5,38.6,3,2,0.97,20.0
cat_aug_4436,20,cat_KOR,0.0,IM,LH,SL,3.5,21.6,31.9,4,25.8,33.3,3,2,0.53,20.0
cat_aug_4437,20,cat_PER,8.4,CM,SH,SL,6.5,29.9,44.3,6,28.4,38.6,1,2,1.31,10.4
cat_aug_4438,20,cat_ETC,3.2,CM,UK,SS,8.7,26.8,48.6,2,30.3,64.4,3,4,0.62,3.3
cat_aug_4439,20,cat_KOR,4.2,SF,LH,SL,3.8,31.3,38.8,4,24.7,36.4,3,2,0.89,20.0
cat_aug_4440,20,cat_SIA,4.3,CM,SH,MS,3.4,31.4,32.6,4,23.5,35.1,2,4,0.59,19.0
cat_aug_4441,20,cat_ETC,1.6,SF,LH,ML,2.8,23.0,28.3,4,27.9,32.3,3,2,0.72,20.0
cat_aug_4442,20,cat_ETC,6.5,CM,LH,SL,3.3,24.5,37.3,4,24.5,35.5,3,2,0.8,20.0
cat_aug_4443,20,cat_ETC,7.2,SF,UK,ML,3.3,17.7,41.3,4,22.0,29.7,3,2,0.85,20.0
cat_aug_4444,20,cat_ETC,3.9,CM,LH,ML,4.5,24.1,38.3,7,30.5,36.1,2,2,1.18,0.3
cat_aug_4445,20,cat_PER,8.0,IM,SH,SL,2.2,18.9,31.0,4,16.0,25.5,3,2,0.6,19.4
cat_aug_4446,20,cat_ETC,5.5,SF,SH,SL,2.9,13.0,32.5,4,16.0,23.7,2,2,0.61,19.8
cat_aug_4447,20,cat_SCO,4.8,SF,LH,SL,4.1,22.8,39.3,7,31.2,32.0,3,2,0.71,5.3
cat_aug_4448,20,cat_SIA,5.6,CM,SH,SS,5.0,26.5,33.3,4,24.8,25.8,3,4,1.22,18.5
cat_aug_4449,20,cat_ETC,11.0,SF,UK,ML,3.8,23.9,43.6,4,26.4,29.2,3,2,0.65,20.0
cat_aug_4450,20,cat_TUR,3.3,IF,LH,SL,2.9,27.1,33.3,5,23.0,45.0,1,4,0.62,0.1
cat_aug_4451,20,cat_RUS,10.1,SF,LH,SL,4.2,18.2,32.7,5,25.7,29.7,3,2,0.55,20.0
cat_aug_4452,20,cat_KOR,2.3,CM,LH,SL,7.1,33.7,43.5,3,23.9,38.2,1,4,0.54,0.0
cat_aug_4453,20,cat_KOR,6.4,IM,LH,ML,3.6,19.1,31.8,4,26.8,26.4,3,2,0.89,20.0
cat_aug_4454,20,cat_ETC,0.9,SF,SH,ML,4.8,17.4,35.1,4,25.7,32.4,3,2,0.59,11.0
cat_aug_4455,20,cat_KOR,9.1,IF,SH,MS,3.6,33.9,30.9,4,22.2,34.6,1,2,0.6,14.0
cat_aug_4456,20,cat_ETC,2.4,IF,UK,SS,7.8,41.4,58.7,4,34.0,40.3,1,2,0.57,0.0
cat_aug_4457,20,cat_SIA,7.1,CM,UK,ML,9.0,24.7,48.7,2,16.4,29.2,1,2,2.21,0.0
cat_aug_4458,20,cat_KOR,7.8,SF,LH,SL,5.5,28.5,38.0,5,23.3,35.5,3,2,1.28,14.3
cat_aug_4459,20,cat_SCO,4.8,SF,LH,SL,3.2,20.3,28.2,4,25.2,28.6,3,4,0.91,19.9
cat_aug_4460,20,cat_ETC,6.5,CM,LH,SL,3.7,15.8,36.6,2,16.0,25.3,3,4,1.26,0.5
cat_aug_4461,20,cat_ETC,5.0,SF,LH,SL,3.6,23.6,31.5,4,22.5,24.1,3,2,1.55,20.0
cat_aug_4462,20,cat_ETC,9.2,CM,LH,SS,4.3,25.5,36.4,4,26.0,27.6,3,2,1.1,20.0
cat_aug_4463,20,cat_PER,1.0,SF,SH,SL,3.7,21.6,30.9,4,19.1,31.7,3,2,0.99,19.9
cat_aug_4464,20,cat_KOR,6.2,IF,LH,MS,4.4,23.6,31.6,6,19.0,23.3,1,4,0.91,0.0
cat_aug_4465,20,cat_SIA,8.5,SF,SH,SL,3.9,21.4,35.7,5,22.9,26.3,3,2,0.69,19.6
cat_aug_4466,20,cat_KOR,5.4,SF,LH,ML,2.8,24.9,29.5,4,27.8,26.1,3,2,0.63,19.6
cat_aug_4467,20,cat_ETC,5.0,SF,UK,ML,5.1,40.0,36.9,4,25.1,48.3,3,2,1.12,20.0
cat_aug_4468,20,cat_KOR,2.8,SF,SH,ML,6.0,24.6,44.8,4,23.6,44.6,3,2,1.09,20.0
cat_aug_4469,20,cat_KOR,6.9,IF,LH,SS,4.8,30.4,37.1,4,23.6,46.6,1,2,0.71,14.9
cat_aug_4470,20,cat_ETC,6.9,CM,SH,SS,4.6,16.2,36.7,5,21.2,21.9,3,2,0.61,1.1
cat_aug_4471,20,cat_ETC,2.2,SF,LH,SL,3.9,27.8,34.6,4,21.9,35.2,2,2,0.52,8.5
cat_aug_4472,20,cat_KOR,2.2,SF,LH,ML,4.1,23.6,34.8,4,18.1,37.7,2,2,1.11,20.0
cat_aug_4473,20,cat_ETC,1.2,IF,UK,SS,6.1,24.1,41.7,5,25.5,37.8,3,2,1.47,20.0
cat_aug_4474,20,cat_TUR,3.6,CM,UK,SS,4.4,25.3,36.5,4,35.1,27.9,3,2,0.52,20.0
cat_aug_4475,20,cat_SCO,6.1,SF,LH,SL,2.3,17.8,27.4,5,16.5,26.4,1,2,0.79,1.2
cat_aug_4476,20,cat_KOR,5.1,CM,LH,ML,3.8,20.5,31.9,5,19.5,32.6,2,2,0.81,0.5
cat_aug_4477,20,cat_ETC,2.2,CM,LH,SL,4.6,26.1,36.6,4,20.9,31.7,2,2,0.57,17.7
cat_aug_4478,20,cat_ETC,2.9,SF,LH,SL,3.4,21.2,33.3,4,23.2,27.8,3,2,0.51,19.6
cat_aug_4479,20,cat_ETC,6.6,SF,LH,ML,2.8,19.8,32.0,4,27.3,26.6,3,2,0.5,20.0
cat_aug_4480,20,cat_TUR,1.9,SF,LH,SL,3.8,24.3,35.6,4,23.1,33.0,3,4,0.74,11.0
cat_aug_4481,20,cat_ETC,5.0,CM,LH,ML,3.8,19.6,37.7,4,23.7,27.4,2,2,0.5,11.4
cat_aug_4482,20,cat_ETC,1.9,SF,LH,SL,3.3,25.2,37.0,4,29.3,37.0,3,2,0.55,19.6
cat_aug_4483,20,cat_SIA,6.9,CM,SH,ML,3.2,29.3,30.5,5,25.2,23.2,3,4,1.14,20.0
cat_aug_4484,20,cat_SIA,3.6,SF,LH,SL,2.3,20.9,34.1,4,23.0,27.1,3,2,1.35,20.0
cat_aug_4485,20,cat_TUR,4.1,SF,LH,ML,4.1,32.7,34.7,4,23.3,36.2,3,2,0.56,20.0
cat_aug_4486,20,cat_ETC,5.5,SF,LH,ML,3.3,27.2,36.7,4,32.7,37.2,3,2,0.91,20.0
cat_aug_4487,20,cat_ETC,8.0,CM,UK,ML,6.3,17.3,40.0,4,22.4,30.5,3,4,1.1,19.9
cat_aug_4488,20,cat_ETC,2.9,SF,LH,ML,4.2,46.7,39.9,4,34.2,38.3,3,4,0.59,20.0
cat_aug_4489,20,cat_ETC,2.8,SF,LH,SL,4.4,21.9,39.0,4,23.0,31.6,3,2,0.5,18.3
cat_aug_4490,20,cat_ETC,4.8,SF,LH,ML,2.8,19.6,34.8,4,25.3,22.7,3,4,0.99,19.8
cat_aug_4491,20,cat_KOR,2.6,SF,LH,SL,2.7,16.4,30.9,4,24.3,29.8,3,2,0.52,20.0
cat_aug_4492,20,cat_SIA,1.6,CM,LH,SL,2.5,13.5,25.0,3,16.0,21.2,2,4,0.59,0.2
cat_aug_4493,20,cat_RUS,2.0,SF,LH,SL,4.6,20.2,38.5,3,20.8,38.5,3,2,0.75,20.0
